ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
www.riverashop.co,TXN2536221,Y,
www.davisstore.net,TXN6777656,Y,
www.figueroastore.in,TXN3782563,Y,
www.bradleydavisstore.in,TXN2856437,Y,
www.jonesfashion.net,TXN3223825,Y,
www.mendozamarket.in,TXN1870823,Y,
www.ruizstore.com,TXN2689296,Y,
www.woodpricemarket.io,TXN7278610,Y,
www.vincentkirkstore.co,TXN1327980,Y,
www.livingstonstore.in,TXN4362054,Y,
www.christensenjonestech.in,TXN7959499,Y,
www.bushsullivandeals.co,TXN1997201,Y,
www.mendezmarket.io,TXN6182289,Y,
www.sullivanstore.com,TXN9868179,Y,
www.lopezbutlerfashion.co,TXN3488941,Y,
www.greenemitchelldeals.in,TXN1268688,Y,
www.fordmarket.io,TXN2194951,N,Network Error
www.nicholsmart.com,TXN3873924,Y,
www.morrisontech.net,TXN3616907,Y,
www.hartmooreshop.io,TXN5048446,Y,
www.jordanmart.io,TXN6166889,Y,
www.batestech.co,TXN8494090,Y,
www.batesfashion.co,TXN2730810,Y,
www.armstrongstore.in,TXN5951148,Y,
www.raymarket.com,TXN7118308,Y,
www.haysmarket.io,TXN8283784,Y,Undefined
www.johnsonfashion.co,TXN3609540,Y,
www.figueroashop.io,TXN9641418,Y,
www.combsmart.io,TXN1006191,Y,
www.williamsmart.co,TXN8108029,Y,
www.ramireztech.com,TXN7382047,N,Expired Card
www.holmesmart.com,TXN8674715,Y,
www.harveystore.in,TXN5717572,Y,
www.halltech.net,TXN1221136,Y,
www.ellisoncainfashion.in,TXN6094182,N,Invalid CVV
www.phillipsfashion.co,TXN8552762,Y,
www.pooleboonetech.co,TXN4895364,Y,
www.millerhesterdeals.com,TXN4812083,Y,
www.jacksonmarket.co,TXN2125461,Y,
www.murraydeals.co,TXN7146722,Y,
www.shawtech.com,TXN7509474,Y,
www.bowmanperrystore.net,TXN7605463,Y,
www.davisdeals.co,TXN1741780,Y,
www.foxfashion.in,TXN4332951,Y,
www.brookshowardmarket.in,TXN7807960,Y,
www.nguyenlopezfashion.net,TXN8631333,Y,
www.robertssimmonsfashion.net,TXN7500061,Y,
www.hammondmart.net,TXN1386671,Y,
www.jonesshop.net,TXN6940395,Y,
www.gillespiefashion.in,TXN4980115,Y,
www.mckaystore.io,TXN2301523,Y,
www.griffinbeckershop.net,TXN6707778,Y,
www.mooreclarkmarket.io,TXN4231600,Y,
www.hensonstore.io,TXN5359404,Y,
www.nelsonmarket.com,TXN9285053,Y,
www.martinmart.io,TXN4280043,Y,
www.parkermarket.com,TXN4840578,Y,
www.johnsonmart.net,TXN7934631,Y,
www.strongtech.net,TXN1077164,Y,
www.caseytech.com,TXN7752237,Y,
www.poncebarnettstore.io,TXN9526640,Y,
www.adamslarsondeals.co,TXN4863878,Y,
www.ramireztech.in,TXN4466846,Y,
www.hendersontech.io,TXN3686236,Y,
www.coxfashion.io,TXN5426550,Y,
www.strongtech.com,TXN3020309,Y,
www.nealfashion.com,TXN6080354,Y,
www.raymarket.io,TXN8253934,Y,
www.stephensshop.io,TXN1629879,Y,
www.harrisonstore.com,TXN1589964,Y,
www.hubbardmeyermarket.io,TXN4726741,Y,
www.gardnermart.net,TXN5848152,Y,
www.masseyshop.co,TXN3632935,Y,
www.armstrongstore.co,TXN1183829,Y,
www.thomasmart.co,TXN1898985,Y,
www.silvamejiashop.in,TXN4905956,Y,
www.longtech.com,TXN6296694,Y,
www.wongmarket.in,,N,Insufficient Funds
www.martintech.net,TXN9391165,Y,
www.burchstore.net,TXN3029753,Y,
www.arnoldstore.io,TXN3036813,Y,
www.gentrystore.in,TXN3334860,Y,
www.mcphersonjenkinsmarket.in,TXN5362605,Y,
www.scottstore.com,TXN1621596,Y,
www.williamsdeals.io,TXN2947714,Y,
www.holmesmart.net,TXN3768756,Y,
www.johnsondeals.co,TXN1023669,Y,
www.wilsonbennettfashion.co,TXN5411827,Y,
www.schroederwatersshop.io,TXN3849692,Y,
www.jacobsshop.co,TXN8091284,Y,
www.fischervaughnfashion.io,TXN4822239,Y,
www.younghenrytech.in,TXN9330946,Y,
www.hodgescarterstore.in,TXN8129565,Y,
www.rodriguezgreentech.co,TXN7253511,Y,
www.sototech.in,TXN1587240,Y,
www.pagestore.io,TXN6655009,Y,
www.smithmorrismarket.io,TXN4623847,Y,
www.williamsmart.in,TXN4287515,Y,
www.sancheztech.io,TXN9770057,Y,
www.allentech.in,TXN5914354,Y,
www.davisstore.in,TXN2295867,Y,
www.halltech.in,TXN5895156,N,Expired Card
www.wilkinsoncervantesfashion.io,TXN5438766,Y,
www.hillmarket.io,TXN4910391,Y,
www.washingtonwilliamsonmarket.in,TXN8609547,Y,
www.petersonmart.co,TXN3136046,Y,
www.fritzmart.co,TXN8045753,Y,
www.whitemarket.net,TXN4156634,Y,
www.huntrichardsmart.io,TXN9620617,Y,
www.floresgreenstore.co,TXN6311658,Y,
www.hamiltonperezdeals.com,TXN6564517,Y,
www.williamsonmart.co,TXN8607699,Y,
www.fergusoncruzshop.in,TXN8492359,Y,
www.olsenmarket.in,TXN2283587,Y,
www.herreramart.io,TXN5769242,Y,
www.rodriguezstore.net,TXN6990170,Y,
www.bellmarket.in,TXN3460896,Y,
www.howemarket.net,TXN6351194,Y,
www.loganfashion.io,TXN6704247,Y,
www.morgantorrestech.co,TXN8519979,Y,
www.sullivanshop.net,TXN2927856,Y,
www.youngmart.com,TXN1472420,Y,
www.taylormarket.com,TXN6256935,Y,
www.tuckerevansdeals.net,TXN8401592,Y,
www.smithtech.in,TXN5211852,Y,
www.jonesstore.net,TXN2604665,Y,
www.smithshop.in,TXN3959179,Y,
www.butlermart.in,TXN9946747,Y,
www.brownfashion.io,TXN4876215,Y,
www.edwardsmarket.in,TXN8775574,Y,
www.arnoldfashion.net,TXN3917440,N,Network Error
www.williamstech.com,TXN4972518,Y,
www.warrendeals.co,TXN2770363,N,Network Error
www.nguyenshop.io,TXN9521211,Y,
www.glovershop.co,TXN7846945,Y,
www.kleinleefashion.net,TXN5767082,Y,
www.jonesmarket.in,TXN9427763,Y,
www.maldonadodeals.io,TXN9362480,Y,
www.chungmart.com,TXN9194253,Y,
www.dominguezmart.in,TXN3464556,Y,
www.hallstore.io,TXN5796312,Y,
www.sheppardclarkshop.in,TXN7915171,Y,
www.bennettpattersonmart.co,TXN6368766,Y,
www.smithmart.com,TXN3802268,Y,
www.youngstore.co,TXN9688582,Y,
www.jonesdeals.net,TXN9224235,Y,
www.weberthompsonmart.net,TXN2485232,N,Network Error
www.kingtech.io,TXN3340759,Y,
www.hoganshop.co,TXN9977014,N,Invalid CVV
www.wrightmarket.co,TXN8371474,Y,
www.gravesmarket.net,TXN9040542,Y,
www.andersonstore.in,TXN7276645,Y,
www.mooreshop.com,TXN2968729,Y,
www.tuckerdeals.in,TXN7980166,Y,
www.rodriguezfashion.co,TXN2299647,Y,
www.stevensstore.com,TXN1125420,Y,
www.moralespereztech.io,TXN9873789,Y,
www.smithfashion.io,TXN8303775,Y,
www.coopertech.in,TXN7581857,Y,
www.villegastech.in,TXN7183628,Y,
www.grahamshop.net,TXN2929704,Y,
www.smithstore.com,TXN8988762,Y,
www.hernandeztech.in,TXN6324818,Y,
www.belldeals.io,TXN4334662,Y,
www.harrisonfashion.net,TXN1620789,Y,
www.waterstrevinomart.com,TXN9481358,Y,
www.barrybrownmart.in,TXN7601010,Y,
www.millsshop.co,TXN9548934,Y,
www.phillipsdeals.com,TXN7627574,N,Invalid CVV
www.thompsonmart.in,TXN3296437,Y,
www.leefashion.co,TXN8666068,Y,
www.muellerdeals.io,TXN1277942,Y,
www.gonzaleztech.com,TXN8845620,Y,
www.weberdeals.com,TXN8031032,Y,
www.williamsfoxstore.net,TXN2245226,Y,
www.terryshop.io,TXN3817072,Y,
www.trandeals.io,TXN9809528,Y,
www.brownmart.io,TXN2992818,Y,
www.wilsonmannstore.net,TXN2350698,Y,
www.haynesnguyenfashion.in,TXN7305153,Y,
www.cuevasmarket.com,TXN3645381,Y,
www.reedroblesshop.net,TXN5998215,Y,
www.morrisonmarket.co,TXN3744341,Y,
www.williamsmarket.co,TXN7722735,Y,
www.williamstech.com,TXN2436766,Y,
www.ruizgarciadeals.io,TXN6329676,Y,
www.stonekrausedeals.in,TXN1865628,N,Invalid CVV
www.wolffashion.co,TXN8590092,N,Network Error
www.colemanshop.net,TXN3412599,Y,
www.sanchezmarket.io,TXN9234164,Y,
www.smithtech.net,TXN4431367,Y,
www.ruizstore.co,TXN4169272,Y,
www.sanchezdeals.com,TXN4526083,Y,
www.burkeparkstech.io,TXN5839520,Y,
www.cabrerakingshop.net,TXN5390504,Y,
www.brownmart.in,TXN1860026,Y,
www.kentreynoldsdeals.in,TXN9909450,Y,
www.weberbranchtech.net,TXN2632898,N,Insufficient Funds
www.ballmart.in,TXN1001009,Y,
www.bishopdeals.net,TXN8084701,Y,
www.birdfashion.io,TXN6772690,Y,
www.campbellsinghmarket.com,TXN5438910,N,Invalid CVV
www.hartmarket.in,TXN9776750,Y,
www.whitekeithmart.co,TXN1785667,Y,
www.andersonshop.net,TXN8578131,Y,
www.phillipsmart.co,TXN2225554,Y,
www.baileymart.co,TXN9342460,N,Card Declined
www.hoodrussellfashion.net,TXN9505743,Y,
www.pricejamesfashion.com,TXN8061054,N,Insufficient Funds
www.owensstore.com,TXN8002938,Y,
www.reevesmarket.io,TXN5456086,Y,
www.boothtech.net,TXN7176992,Y,
www.sanchezshop.in,TXN3251116,Y,
www.gainesshop.co,TXN9762030,Y,
www.maldonadotech.in,TXN4957498,Y,
www.poolemarket.in,TXN1575946,Y,
www.hobbskimmart.in,TXN6475434,Y,
www.rogersdeals.co,TXN8427007,Y,
www.bakermarket.net,TXN2165449,Y,
www.clarktech.io,TXN9924724,Y,
www.malonemarket.in,TXN4910194,Y,
www.arnoldtech.net,TXN6165060,Y,
www.sanchezcookmart.co,TXN7628040,Y,
www.dominguezmart.io,TXN8392685,Y,
www.perrymart.net,TXN5589624,Y,
www.pageshop.in,TXN1584915,N,Card Declined
www.beardstore.co,TXN5644260,Y,
www.robertslewisshop.com,TXN2179151,N,Network Error
www.matthewsdeals.io,TXN4562440,Y,
www.alvarezmart.net,TXN6502143,Y,
www.shieldsshop.net,TXN1225600,Y,
www.arnoldshop.net,TXN7394559,Y,
www.woodfashion.co,TXN1625490,N,Expired Card
www.oconnellmarket.com,TXN8486315,Y,
www.garciaandersontech.in,TXN8312736,N,Invalid CVV
www.jamesmarket.in,TXN7660346,Y,
www.bellmart.io,TXN3824823,Y,
www.harristech.in,TXN4481161,Y,
www.smithtech.io,TXN9682338,Y,
www.rowefashion.com,TXN3063908,Y,
www.terrellmarket.net,TXN2973243,Y,
www.whitemurillomarket.com,TXN7762925,Y,
www.mooretech.com,TXN9346771,Y,
www.powellmarket.co,TXN6269572,Y,
www.ayalamorrisfashion.in,TXN8105789,Y,
www.langstore.com,TXN4204006,Y,
www.williamsmarket.in,TXN2324300,Y,
www.deanshop.co,TXN5767478,Y,
www.kingdeals.net,TXN3236112,Y,
www.robinsonmarket.net,TXN1179488,Y,
www.simsnavarrotech.net,TXN4604523,N,Expired Card
www.andersonstore.io,TXN5134259,Y,
www.cantushop.co,TXN3372862,N,Card Declined
www.kiddshop.com,TXN6820317,N,Invalid CVV
www.rayblackfashion.co,TXN9759455,Y,
www.garciadeals.in,TXN2675456,Y,
www.smithshop.io,TXN2438811,Y,
www.fitzpatrickjonestech.co,TXN4257601,Y,
www.cunninghamdeals.in,TXN3847701,N,Card Declined
www.floresespinozafashion.in,TXN5934179,Y,
www.buckstore.co,TXN1891669,Y,
www.frankgutierrezshop.in,TXN6553957,N,Insufficient Funds
www.floresmart.co,TXN4421287,Y,
www.johnsoncolemantech.net,TXN7677314,N,Expired Card
www.oconnorstore.io,TXN8517306,Y,
www.pearsonhowardshop.com,TXN1951811,Y,
www.lewisfashion.co,TXN5917594,N,Network Error
www.martineztech.net,TXN5359021,Y,
www.hillfashion.net,TXN4384518,Y,
www.carrollmarket.com,TXN5516842,Y,
www.pattersonsmithmart.io,TXN5406177,Y,
www.fernandezstore.com,TXN7989056,Y,
www.acostarogersstore.io,TXN7901908,Y,
www.arellanomarket.io,TXN6498167,Y,
www.willismart.net,TXN8948663,Y,
www.frenchlopeztech.co,TXN2042374,Y,
www.martinezfashion.co,TXN5614687,Y,
www.myersmart.in,TXN3876243,Y,
www.davisshop.com,TXN7331834,Y,
www.prestonjacobstech.io,TXN2039123,Y,
www.allenlutzfashion.co,TXN4464112,Y,
www.johnsontech.in,TXN5682631,Y,
www.johnsondeals.com,TXN2255747,Y,
www.harrellgoldenshop.co,TXN5083468,Y,
www.jimenezbenderfashion.com,TXN2003427,Y,
www.sancheztech.in,TXN7430606,N,Expired Card
www.brownstore.co,TXN3748255,Y,
www.hayswelchstore.in,TXN1456944,Y,
www.nelsonshop.io,TXN2826372,Y,
www.mcdonalddeals.in,TXN9541511,Y,
www.normanmart.in,TXN5133826,Y,
www.johnsonstore.in,TXN7093338,Y,
www.martinmartinezfashion.in,TXN8315471,Y,
www.nelsonfashion.in,TXN9197640,Y,
www.ortegawardstore.in,TXN6575443,N,Invalid CVV
www.davistech.co,TXN6096590,Y,
www.smithshop.in,TXN2687883,Y,
www.smithfashion.com,TXN6531334,Y,
www.hurstkingmart.io,TXN6144691,Y,
www.youngfashion.io,TXN5337062,Y,
www.larsongriffinfashion.co,TXN7603680,Y,
www.wardshahmarket.com,TXN1941711,Y,
www.masseymarket.com,TXN9271895,Y,
www.freemanmart.net,TXN7906232,Y,
www.gomezkimmarket.net,TXN3922780,Y,
www.perryshop.com,TXN9147188,Y,
www.alvaradomarket.com,TXN1834305,Y,
www.moralesmart.com,TXN4888936,N,Network Error
www.mooretech.com,TXN5787564,Y,
www.cantushop.com,TXN7980516,Y,
www.morrowfashion.com,TXN3300507,Y,
www.whiteshop.co,TXN9243240,N,Card Declined
www.hillfashion.in,TXN7758525,Y,
www.wrightjonesdeals.io,TXN8355002,Y,
www.bradleyspencermart.in,TXN6078648,Y,
www.russellmart.com,TXN1828787,Y,
www.bakertech.com,TXN3718414,Y,
www.floresfashion.com,TXN8328881,Y,
www.alexanderfashion.net,TXN9658259,Y,
www.rosemart.in,TXN8672094,Y,
www.hardingnelsonstore.io,TXN1885876,Y,
www.blairwilsondeals.in,TXN7224625,Y,
www.jenkinsfashion.co,TXN2627754,Y,
www.whiterichardsstore.io,TXN2827598,N,Card Declined
www.portertech.com,TXN3863545,N,Expired Card
www.wilsonrobertstech.net,TXN8293207,Y,
www.phillipssmithmarket.io,TXN2108194,N,Insufficient Funds
www.summerssmithstore.com,TXN3262096,Y,
www.batesthomastech.co,TXN7957304,N,Card Declined
www.adamsstore.in,TXN5762310,Y,
www.haleshop.com,TXN6059765,Y,
www.marshalltech.io,TXN1318473,Y,
www.mitchellstore.com,TXN9490452,Y,
www.barreramart.io,TXN3589235,Y,
www.jenkinstech.com,TXN4651859,Y,
www.millerrogersmart.co,TXN2180242,Y,
www.doughertymart.io,TXN8788766,Y,
www.jonesstore.in,TXN5921420,Y,
www.allenmart.co,TXN7702887,Y,
www.krausefashion.co,TXN1812092,Y,
www.fernandezshop.io,TXN8095159,N,Network Error
www.rossmarket.co,TXN9980093,Y,
www.richardsstore.co,TXN4375131,N,Invalid CVV
www.finleyhuffmarket.io,TXN1243662,Y,
www.fischerhilltech.io,TXN4014225,N,Card Declined
www.bennettbaileytech.com,TXN7830952,Y,
www.williamswhitedeals.net,TXN2219191,Y,
www.woodwardhendersonmarket.io,TXN4748850,Y,
www.fergusonmart.co,TXN9861607,Y,
www.valentinefloresstore.co,TXN9527171,Y,
www.thomasbeckshop.com,TXN4564506,Y,
www.hallallentech.in,TXN1466363,Y,
www.johnsonstore.net,TXN8631597,N,Invalid CVV
www.steinochoamart.net,TXN3198995,Y,
www.harrisshop.com,TXN2060707,Y,
www.priceshop.com,TXN2839119,Y,
www.pearsontaylorshop.io,TXN2372329,Y,
www.johnsonfernandeztech.io,TXN2768777,Y,
www.andersonshop.co,TXN2831366,Y,
www.petersondeals.in,TXN6526219,Y,
www.williamsfashion.in,TXN4608654,Y,
www.reedjohnsonmart.com,TXN3941659,Y,
www.watsonstore.net,TXN4786655,Y,
www.myerswoodwardtech.io,TXN5610116,Y,
www.cooleytech.co,TXN5855367,Y,
www.hudsonshop.co,TXN4428373,Y,
www.gonzalezkelleystore.co,TXN1586895,Y,
www.johnsondeals.io,TXN3001844,Y,
www.solismorganmarket.com,TXN7194202,Y,
www.cobbjonesshop.net,TXN5842548,Y,
www.franklinstore.com,TXN7146139,Y,
www.lopezshop.co,TXN6206429,Y,
www.millerjonesshop.co,TXN6997991,Y,
www.jonesdeals.co,TXN5892302,Y,
www.castillofrancismart.in,TXN8375731,Y,
www.jenningsstore.com,TXN7075265,Y,
www.littlegarzastore.com,TXN6005792,Y,
www.jonesmarket.com,TXN4777900,Y,
www.carlsonfashion.com,TXN1819193,Y,
www.taylorboltondeals.in,TXN2705007,Y,
www.fosterstore.com,TXN5345295,Y,
www.davismarket.io,TXN2641394,Y,
www.grahamalvarezfashion.io,TXN2014202,Y,
www.mercermarket.co,TXN4507846,N,Expired Card
www.harrisstore.com,TXN8835331,Y,
www.laramart.net,TXN3530191,N,Insufficient Funds
www.dodsonshop.com,TXN6142093,Y,
www.smithstore.in,TXN8173850,Y,
www.serranostore.com,TXN8690887,Y,
www.gutierrezstore.co,TXN2869514,Y,
www.leonardbowmanfashion.in,TXN4057401,Y,
www.hendricksdeals.io,TXN6208030,Y,
www.hillnashmart.co,TXN5688363,N,Invalid CVV
www.powellmarket.in,TXN5432105,Y,
www.millerfletchermarket.co,TXN4423321,N,Expired Card
www.monroetech.co,TXN6238751,Y,
www.griffinolsondeals.com,TXN1884394,Y,
www.hernandezwatkinsmart.net,TXN4659716,Y,
www.jacksoncomptonfashion.net,TXN9199323,N,Expired Card
www.johnsshop.com,TXN5194146,Y,
www.arnoldgallegostech.in,TXN1859115,Y,
www.rodriguezstore.in,TXN1378268,Y,
www.carrillodeals.in,TXN4121061,Y,
www.waltersarroyotech.co,TXN4244791,Y,
www.thomasgarciatech.co,TXN6544343,Y,
www.johnsonbookertech.in,TXN1290580,Y,
www.richardsmart.com,TXN9997063,Y,
www.cookwilliamsdeals.com,TXN7468371,Y,
www.lopezdeals.io,TXN1317682,Y,
www.hesterstore.net,TXN9709567,Y,
www.romeroriverashop.net,TXN2817322,Y,
www.martinmart.com,TXN9694083,Y,
www.ortizshop.com,TXN2348079,Y,
www.perezramosstore.in,TXN9492143,Y,
www.sancheztech.com,TXN4798617,Y,
www.batesdeals.com,TXN6798835,Y,
www.barrondeals.net,TXN6931884,Y,
www.hollowayshop.io,TXN9829761,Y,
www.longbaileyfashion.com,TXN4864738,Y,
www.lopezdeals.net,TXN2002187,N,Expired Card
www.millermarket.io,TXN9163200,Y,
www.hoffmanshop.in,TXN1192270,Y,
www.martinezfashion.com,TXN2941244,N,Invalid CVV
www.woodwardfashion.io,TXN7006772,Y,
www.lewisfashion.net,TXN2420844,Y,
www.scottmarket.co,TXN4266182,Y,
www.johnsonmarket.in,TXN6886317,Y,
www.graveskimfashion.net,TXN5263560,Y,
www.wrightchaveztech.io,TXN1725253,Y,
www.murraymarket.io,TXN6994000,Y,
www.taylormarket.com,TXN6616681,Y,
www.wrightdeals.com,TXN9054194,Y,
www.averymckaydeals.com,TXN9436247,Y,
www.zimmermanmart.co,TXN2451358,Y,
www.grayshop.co,TXN3463886,Y,
www.robinsonmarket.com,TXN1775178,Y,
www.longmarket.com,TXN1731409,Y,
www.bradymoranmarket.in,TXN9946798,N,Invalid CVV
www.vangdeals.com,TXN4666603,Y,
www.kingproctordeals.co,TXN7984069,Y,
www.randolphsnyderdeals.com,TXN4575785,N,Invalid CVV
www.hunttech.net,TXN7367763,Y,
www.dawsontech.in,TXN3746241,Y,
www.williamsondeals.net,TXN8879077,Y,
www.evansmalonemart.in,TXN8321507,N,Network Error
www.bellmart.net,TXN5255835,Y,
www.hendersontech.co,TXN6541498,Y,
www.watsonwilliamsshop.com,TXN1743633,N,Invalid CVV
www.washingtonshop.io,TXN9653705,N,Insufficient Funds
www.salazardeals.io,TXN4597032,Y,
www.leestore.io,TXN2045689,Y,
www.martinezdeals.io,TXN3610825,Y,
www.woodsmart.net,TXN9362497,N,Invalid CVV
www.mooredeals.io,TXN7935059,N,Expired Card
www.grahampetersenmarket.io,TXN9371283,Y,
www.brownstore.com,TXN7395893,Y,
www.terryrodrigueztech.com,TXN7419921,Y,
www.holmeshartmarket.com,TXN6704470,Y,
www.douglasarnoldshop.io,TXN4254938,Y,
www.muellerdanieltech.in,TXN5861795,Y,
www.whiteshop.co,TXN2904574,Y,
www.frankmckinneystore.in,TXN8409484,N,Network Error
www.maxwellstore.co,TXN6737386,Y,
www.whitekochdeals.net,TXN4468004,Y,
www.thomasmartintech.in,TXN3693737,Y,
www.martinezmarket.com,TXN3662107,Y,
www.floresstore.com,TXN2838657,N,Insufficient Funds
www.robertsonspencermarket.io,TXN5710876,Y,
www.wintersmart.net,TXN3075591,Y,
www.myersdeals.co,TXN3310357,Y,
www.fletchertech.net,TXN8220158,Y,
www.whitedeals.io,TXN8276280,Y,
www.freemangonzalesshop.in,TXN3982655,Y,
www.jenningstech.co,TXN4008011,Y,
www.lynchfashion.io,TXN5782130,Y,
www.gibsondeals.io,TXN8121852,Y,
www.kelleyshop.co,TXN7591755,Y,
www.gonzalezshop.io,TXN5604743,Y,
www.hortontech.net,TXN5744506,Y,
www.hoffmanjohnsonfashion.net,TXN3633790,Y,
www.gallegosallenmarket.in,TXN2341682,N,Expired Card
www.bookerdeals.in,TXN5234410,Y,
www.mooreholdermarket.com,TXN5360069,Y,
www.longyoungmart.io,TXN5637289,Y,
www.perezstore.in,TXN7327380,Y,
www.alvarezmart.net,TXN3904918,Y,
www.nuneztech.com,TXN8166824,Y,
www.smithbrooksfashion.io,TXN4142948,Y,
www.whiterogersshop.net,TXN8476511,Y,
www.fergusonmart.co,TXN7840817,Y,
www.munoztech.in,TXN4180946,Y,
www.davismart.com,TXN5642872,Y,
www.francistech.io,TXN2423430,Y,
www.schaefershop.co,TXN7490299,Y,
www.harperholmesfashion.io,TXN4871318,Y,
www.scottthomastech.co,TXN7334854,Y,
www.atkinsondiazstore.co,TXN2013660,Y,
www.haneymarket.io,TXN4253990,Y,
www.levyfashion.co,TXN1468367,Y,
www.powellbarnettmarket.co,TXN2766846,Y,
www.howellmossfashion.io,TXN2954177,Y,
www.brookswellsmart.net,TXN6172898,Y,
www.jacksontech.io,TXN1414190,Y,
www.moranweeksmarket.co,TXN2916255,Y,
www.randolphfashion.io,TXN4404519,Y,
www.rogersfashion.in,TXN6954432,N,Network Error
www.hughesmart.net,TXN9363062,Y,
www.gomezgarrettmart.io,TXN4351861,Y,
www.harrisdeals.com,TXN1024131,Y,
www.torrestech.com,TXN5031179,Y,
www.owenrasmussenshop.io,TXN4044231,N,Invalid CVV
www.parkerstore.io,TXN5832788,Y,
www.meyersdeals.in,TXN5830955,Y,
www.fuentesfashion.net,TXN1963607,Y,
www.longdeals.co,TXN9347094,Y,
www.andersenstore.co,???,Y,
www.pearsonpottertech.net,TXN4642052,Y,
www.valenzuelafrazierstore.in,TXN8284365,Y,
www.oneillstore.in,TXN5193670,Y,
www.leemarket.in,TXN7935120,Y,
www.carpenterstore.io,TXN2883539,Y,
www.grimesperrymart.com,TXN4631457,N,Card Declined
www.mitchellmarket.net,TXN2344107,Y,
www.johnsonstore.io,TXN4825066,Y,
www.robertsonrushmarket.in,TXN1492456,Y,
www.hughesleonstore.io,TXN4875711,N,Expired Card
www.howardtech.co,TXN3098820,N,Expired Card
www.villarrealwhitemart.com,TXN2312027,Y,
www.jimenezwilliamstech.com,TXN1844291,Y,
www.fishertech.net,TXN7960328,N,Network Error
www.burnsgravestech.in,TXN6765903,Y,
www.garciastore.io,TXN7925433,Y,
www.langmart.in,TXN3391691,N,Card Declined
www.piercetech.in,TXN7534435,N,Card Declined
www.walkerdeals.in,TXN9777791,Y,
www.levyjonesshop.io,TXN2477230,Y,
www.gonzaleztech.net,TXN8399100,Y,
www.villanuevatech.com,TXN6165343,Y,
www.graytech.io,TXN9696811,Y,
www.jonesshop.com,TXN3157365,N,Network Error
www.rhodesstore.net,TXN1861853,Y,
www.grahamfoxdeals.net,TXN5267810,Y,
www.lewistech.com,TXN4888493,Y,
www.johnsongonzalezfashion.io,TXN3290926,Y,
www.lynchdeals.net,TXN2160010,Y,
www.robertsonmarket.in,TXN6879612,Y,
www.navarrodeals.in,TXN6111166,Y,
www.chavezhoganshop.in,TXN5085292,Y,
www.bergerfashion.net,TXN6175631,Y,
www.jonesfashion.com,TXN7324070,Y,
www.dixonlarafashion.co,TXN4562776,Y,
